Statement,True,False
"Food stamp spending doubled under President Bush, doubled again under President Obama. Under Obamacare, 75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.",0.5,0.5
"Wisconsins dead last in Midwest job growth. New jobs numbers are in, and Wisconsin has fallen to dead last in Midwest job growth.",0.5,0.5
"Today, Florida is in 50th place in spending on education. Florida is 49th in per capita spending on mental health care.",1.0,0.0
"Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then, You took it out of your book. Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.",0.0,1.0
"Says its a statistical reality that most single moms are very poor, under-educated, cant get a job, and if it werent for government assistance, their kids would be starving to death. Says ""black babies die at rates twice as high as white babies because of a lack of access to affordable health care."".",0.5,0.5
"""A majority of Americans now live in states where they have decided to legalize cannabis,"" including recreational and medical marijuana. Says marijuana is ""legal in most states in this country."".",0.5,0.5
"Says President Donald Trump ""put out a $297 million contract to a vendor to show him how to hire Border Patrol. So, the first payment they made was $14.8 million. You know how many Border Patrol they hired with $14.8 million? Two."". When Trump wanted to turn a taxpayer-owned building into an $800 anight hotel, (Congressman Jeff Denham, R-CA) helped broker the deal and bragged about it.",0.5,0.5
"The federal government may put 16,500 IRS agents in charge of policing President Obamas health care bill. Sixteen thousand new Internal Revenue Service agents will be empowered to enforce the new health care legislation.",0.5,0.5
"Says 3,000 Americans died of gunfire between the time of the Ebola scare in Dallas and the midterm elections. About 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.",1.0,0.0
"Thanks to the Trans-Pacific Partnership, Vietnam is drafting and presenting unprecedented labor reforms, changing their Constitution to recognize worker organizations in Vietnam for the first time. Today, we have two Vietnams, side by side, North and South, exchanging and working.",0.5,0.5
"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly."". Under the new Arizona immigration law, police can't stop someone to check their immigration status unless they think they see something illegal.",0.5,0.5
"The Confederate battle flag never flew over Texas, but... you might soon see it on our license plates. Says for the first time ever, Texas lawmakers are not funding student population growth.",1.0,0.0
The United States currently has the highest corporate tax rate in the world. The United States has one of the highest corporate tax rates in the world.,1.0,0.0
"Providence has the lowest crime rate in three decades. In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",0.5,0.5
"Says as GOP was picking a convention city, I recommended Ohio. The first professional baseball team was from an Ohio city.",0.5,0.5
Says most of Perrys chiefs of staff have been lobbyists. Alexi Giannoulias top aide was a longtime BP lobbyist.,0.5,0.5
"300,000 Floridians have lost their health insurance as a result of Obamacare. 47 million people have lost their insurance in 32 states due to Obamacare.",0.0,1.0
"Barack Obama has ""pledged to reduce the size of the military"". Obama voted ""to cut off funding for our American troops on the battlefield."".",0.0,1.0
"An optional microchip for COVID-19 vaccines ""would give officials information on who has and has not been vaccinated"" and ""tracks the location of the patient."". Homeless people are immune to COVID-19.",0.0,1.0
California is home to the largest death row populationin the Western Hemisphere. California has added twice as many jobs as Florida over the past year.,1.0,0.0
Congress is on a five-week vacation. Congress is on vacation.,0.0,1.0
"If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for violations. Sixteen thousand new Internal Revenue Service agents will be empowered to enforce the new health care legislation.",0.0,1.0
"Says Martha McSally ""voted to take away money from Fort Huachuca to pay for the border wall."". Says Rep. Betty Sutton supports allowing welfare fund withdrawals from strip clubs, casinos and liquor stores.",0.5,0.5
One estimate says there may be three times as much oil in the United States as there is in Saudi Arabia. More than three-quarters of the oil is gone.,0.5,0.5
"""Today, we (in Pennsylvania) have higher unemployment and lower job growth than most."". Our jobless rate, our unemployment rate, is the lowest of all of the big cities in New Jersey.",0.5,0.5
Says Will Hurd said a border-long U.S.-Mexico wall absolutely makes sense. Existing law right now requires 700 miles of double-layered border fencing on the Mexico border.,0.0,1.0
"When Chuck Schumer and Marco Rubio tried to push amnesty, it was Ted Cruz who stopped them. After Sandy Hook, Ted Cruz stopped Obamas push for new gun control laws.",0.0,1.0
Paul Broun Jr sides with sexual deviants to support sale of crush videos. Rick Scotts company is partners with Playboy in a social networking website that has community pages specifically geared towards gay dating.,0.0,1.0
"Says that since he took office, there have been no large-scale attacks on the United States. I am very proud that over my almost 30 years of public service I have had no scandals.",1.0,0.0
The health care reform bill is the largest tax increase in U.S. history. The federal health care law is probably the biggest tax increase ever in the history of our country.,0.0,1.0
"""Autopsies prove that COVID-19 is"" a blood clot, not pneumonia, ""and ought to be fought with antibiotics"" and the whole world has been wrong in treating the ""so-called"" pandemic. ""The CDC may have to stop calling COVID-19 an ‘epidemic' due to a remarkably low death rate."".",0.0,1.0
"The House health care bill pays for ""about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years."". The health care reform law offset[s] 6 years of benefits with 10 years of tax increases.",1.0,0.0
"Among the developed nations, we are the least economically and socially mobile country in the world. We have the third-lowest minimum wage of developed countries.",1.0,0.0
"You cannot build a little guy up by tearing a big guy down -- Abraham Lincoln said it. Insurers delayed an Illinois man's treatment, and he died because of it.",0.0,1.0
Says Newt Gingrichs contract was with the lobbyists at Freddie Mac. Newt Gingrich says electric co-ops and credit unions are government-sponsored enterprises like Freddie Mac.,0.5,0.5
"74 percent of Republicans support the Affordable Care Act. Says At age 76 when you most need it, you are not eligible for cancer treatment under Affordable Care Act.",0.0,1.0
"If women seeking an abortion see their ultrasound, the odds are pretty high theyre going to keep the baby. ""Right now, women are able to access an abortion in the later stages of their pregnancy under certain conditions with approval of their medical doctors. I've done nothing to change that."".",0.0,1.0
"The Orange County, Florida, school board voted to make it impossible for a student to receive a grade below 50. Fifty-three percent of graduates from liberal arts colleges these days cant find jobs.",0.5,0.5
"The new health care law crushes small businesses with billions in penalties. The CBOs latest report confirms what Republicans have been saying for years now Under Obamacare, millions of hardworking Americans will lose their jobs.",0.0,1.0
"""Seventy to 80 percent of NRA members support a universal background check."". The Republicans have repeatedly said that they agree with 80 percent of what's in our bill.",1.0,0.0
President Obama took more money from Wall Street in the 2008 campaign than anybody ever had. Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run.,0.5,0.5
"Says as Co-Chair of the Joint Ways Means Committee, I secured the key piece of funding for the Portland-Milwaukie Light Rail project bridge. I co-sponsored the Rebuild America Jobs Act for transportation and infrastructure.",0.5,0.5
40% of Americans know someone who has been killed by a gun. Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,1.0,0.0
"Illegal immigration is lower than its been in 40 years. Today, the deficit is below the average deficits over the past 40 years.",1.0,0.0
An image shows animals burning in the Australia wildfires. A photo of a burned cat is from the Australia wildfires.,0.0,1.0
Gonzales losing campaign against me last spring was funded with more than $1 million from supporters and allies of Governor Bruce Rauner. Says Charlie Crists campaign bashedSen. Bill Nelsons big-government solutions.,0.0,1.0
"Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS. In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm.",1.0,0.0
"""The United States is the ONLY industrialized country without universal healthcare."". We are the only industrialized nation that doesnt guarantee workers paid family leave.",1.0,0.0
Says Suzanne Bonamici supports the $500 billion cut to Medicare passed last year. Says Tammy Baldwin voted to gut Medicare for seniors.,0.0,1.0
Ive got a 94 percent career voting record in Congress while Bill Nelson has a 92 percent voting record. I'm the only Republican who has gotten endorsements in this presidential race from major labor unions...,1.0,0.0
A voucher school that closed after 9 days this year collected $5.4 million in taxpayer subsidies since first opening. Says the typical homeowner will pay $4 more per month if library district passes.,1.0,0.0
"Says we have now more Border Patrol officers than weve had at any time in our history. ""Go back to 2005 until now, we have quadrupled the number of Border Patrol agents."".",0.5,0.5
Workers who pick produce in Georgias fields can make $12 to $18 an hour. Michelle Nunn ranks agriculture issues as the 18th most important items facing Georgia.,0.5,0.5
"Says Texas will be majority Hispanic in six years. Texas added 6,600 miles of highway from 2001-2012, more than any other state.",0.5,0.5
"Between 40 and 50 percent of tax filers do not owe any income tax. ""Most people below $50,000 don't pay any income tax. The top 1 percent in our country pay 40%."".",1.0,0.0
"Right now we are spending at an all-time high, close to 25 percent of our GDP [is] being spent on the federal government. But our revenues are at an almost all-time low of about 15 percent [of GDP]. We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So weve taken 5 percent away from the private sector.",1.0,0.0
"With a late-term abortion, ""the mother meets with the doctor. They take care of the baby, they wrap the baby beautifully. And then the doctor and the mother determine whether or not they will execute the baby."". If women seeking an abortion see their ultrasound, the odds are pretty high theyre going to keep the baby.",0.0,1.0
"Ilhan Omar called for ""violence"" against President Trump over Middle East dispute. Says Donald Trump is going to go out and carpet bomb the Middle East.",0.0,1.0
"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law. Health insurance costs for Floridians are up 30 percent or more.",0.0,1.0
"President Barack Obama is ending Medicare as we know it. President Obama has worked to change Medicare for the worse by creating an unelected, unaccountable panel with the power to deny coverage of certain treatments.",0.0,1.0
"Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again. Says Chris Christies plan to kick-start our economy is to propose an income tax cut that disproportionately benefits the wealthy, and...hes still proposing it.",0.0,1.0
"""The White House fully cooperated with the Special Counsel's investigation."". ""Jim Renacci has been a lobbyist even while in Congress"" and ""voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest."".",0.0,1.0
President Barack Obama has virtually no one in his cabinet with private-sector experience. Less than 10 percent of President Barack Obamas Cabinet members have private-sector experience.,0.0,1.0
"I received ""more votes from young people — black, white, Latino, Asian American and Native American — than Donald Trump and Hillary Clinton combined."". Polls show Bernie Sanders would do better than Hillary Clinton in a head-to-head battle against Donald Trump.",1.0,0.0
Texas has the nations highest rate and highest number of uninsured. Texas leads the nation in the percentage of residents without health insurance.,1.0,0.0
"""Richmond was one of the only cities in the state that did not (increase) their real estate tax to those pre-recession rates."". Says roughly two-thirds of (state) corporations didnt pay any income tax in Virginia.",1.0,0.0
"More than 40 percent of sales nationally are made without background checks. It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows.",0.5,0.5
"""Covid-19 is NOT killing people. Weak immune systems and bad doctors are."". ""This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that."".",0.0,1.0
Says Virginia is the biggest state that does not have a major league sports team. Says roughly two-thirds of (state) corporations didnt pay any income tax in Virginia.,1.0,0.0
I have never voted for a tax increase. We do not want to raise anybodys tax rates. Thats never been on the table.,0.0,1.0
"Capital punishment is a ""specific deterrent with the most heinous crimes."". The death penalty is a deterrent that does affect and impact people.",0.0,1.0
"Quotes Donald Trump as saying in 2013, ""A shutdown falls on the President's lack of leadership. He can't even control his own party and get people together in a room. A shutdown means the president is weak."". ""PELOSI says if President TRUMP wins, she will resign!!"".",0.5,0.5
"Tim Kaine urged$500 billion in Medicare cuts. Ganley said that if elected, he wants to cut the dickens out of Social Security, Medicare and Veterans benefits.",0.0,1.0
"Says Rep. Alexandria Ocasio-Cortez and Eugene DePasquale support ""socialized medicine,"" the Green New Deal and defunding the police. Says Charles Schumer supports ""putting everybody on the Medicare system. He wants the Green New Deal … reduce funding for the police."".",0.0,1.0
"The new health care law crushes small businesses with billions in penalties. The alternative to higher state worker pension and health care payments is to look at 1,500 layoffs of state employees or close to 200,000 children who would be bumped off Medicaid-related programs.",0.0,1.0
We spend less on defense today as % of GDP than at any time since Pearl Harbor. The White House budget plan will bring domestic discretionary spending to its lowest share of our economy since Dwight Eisenhower was president.,0.5,0.5
"The tax-cut deal adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform. TheCBO saysthe cost of health care reform will rise to $1.8 trillion, increasing the price to far greater than the $900 billion originallyprojected.",0.5,0.5
"Says Tom Barrett plans to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee. Says Milwaukee County Executive Chris Abele spent $100,000 of taxpayer money on a new luxury SUV.",0.5,0.5
"Models projecting COVID-19 deaths ""are talking about without mitigation."". Says COVID-19 vaccines have ""experimental technology never before used on humans"" and that some ""contain nanochips which can electronically track recipients."".",0.0,1.0
"Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again. Says Gov. Chris Christie has embarked on a tour to demand that New Jerseys Democratic legislature approve an immediate tax cut that would disproportionately benefit the wealthiest.",0.0,1.0
"Under President George W. Bush, the U.S. spent $1.3 trillion on tax cuts for the wealthy and trillions each on a war and on Medicare drug benefits. ""Since we passed tax cuts, over 3 million workers have gotten tax cut bonuses — many of them thousands and thousands of dollars."".",1.0,0.0
"According to independent experts, Donald Trumps tax plan would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy. Says Donald Trumps proposed tax treatment of hedge fund managers makes the current loophole even worse.",1.0,0.0
"Federal prosecutions for lying on background checks to buy guns are down 40 percent under President Barack Obama. Today, about 40 percent of guns are purchased without a background check.",1.0,0.0
I've always said it's (offshore drilling) up to the states and I still say that. I have always said that I would be for drilling.,0.5,0.5
"Dubious taxpayer-funded stimulus projects in Rhode Island include $250,000 to provide digital television to the states inmate population. Rhode Islands graduated driving license has saved hundreds of lives.",0.0,1.0
"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room. Says House Intelligence Chair Adam Schiff ""made up the conversation. He lied. If he didn't do that in the halls of Congress, he'd be thrown in jail. He did it in the halls of Congress, he's given immunity."".",0.5,0.5
Who will raising the minimum wage actually help? More than half work full-time. The average worker is 35 years old. The average person who gets the minimum wage in America is 35 years old.,0.5,0.5
"""The CDC may have to stop calling COVID-19 an ‘epidemic' due to a remarkably low death rate."". ""Covid-19 is NOT killing people. Weak immune systems and bad doctors are."".",0.0,1.0
Says U.S. Rep. Connie Mack IV passed only one bill in seven years. Says U.S. Rep. Connie Mack took seven and a half years to finish college.,0.5,0.5
"750 days since Bill Nelson the Democrats in the Senate passed a budget. How can this be justified? The Democrat majority in the Senate has failed to submit [a] budget in the past 1,000 days.",0.5,0.5
"Multiple studies ""all said for decades, masks do not work with viruses."". A patient discharge document proves that ""The WHO and CDC do NOT recommend that healthy people wear masks."".",0.0,1.0
Four million women have fallen into poverty in the last six years. We lowered the business tax from 4 percent down to 1 percent.,0.5,0.5
"Throughout, we have kept Congress fully informed of our efforts to create a legal framework on counterterrorism. Ive supported every investigation (into Hurricane Katrina) and ways of finding out how what caused the tragedy Ive met with people on the ground Ive met with the governor.",0.0,1.0
"Says he balanced the budget without raising taxes. The Trump administration has had ""zero unfulfilled equipment and supply requests from state governors."".",0.0,1.0
More whites than blacks are victims of deadly police shootings. Data show that more white people than black people are shot and killed by police.,1.0,0.0
"An audit of the last census found that over 370,000 people living in Texas were not counted, and our state lost an estimated $1 billion in federal funds as a result. A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.",0.5,0.5
On support for ethanol mandates. Adding ethanol to gas raises food costs.,1.0,0.0
"Her opponent: zero times a judge, zero rulings, zero experience on the bench. We had a press conference here that interestingly no one in the mainstream media covered.",0.5,0.5
"Michigan Gov. Gretchen Whitmer ""has just been stripped of her emergency coronavirus powers by her state legislature."". Says Michigan Gov. Gretchen Whitmer's family spent May 20 at her second home, breaking her own stay-at-home orders.",0.0,1.0
"Says Donald Trumps proposed tax treatment of hedge fund managers makes the current loophole even worse. The new tax law is ""kicking the American economy into high gear with $5.5 trillion in tax cuts."".",0.5,0.5
"Says McCain ""supported George Bush's policies 95 percent of the time."". Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush."".",1.0,0.0
"When you add a dollar value to mandates, government took almost 50 percent of the American peoples money. Says Hillary Clintons plan would tax many small businesses by almost 50 percent.",0.0,1.0
"In the history of the United States, 168 presidential nominees have been filibustered, 82 blocked under President Obama, 86 blocked under all the other presidents. Says his elections proposal would allow a potential of 168 hours (of early voting), which I think is the most weve ever had.",1.0,0.0
"Says Scott Walker cut funding to local governments in Wisconsin, contributing to the second-largest increase in violent crime in the Midwest. Says when he was governor, Wisconsin cut unemployment to 2.1 percent and the states unemployment rate was the lowest in the country for 40 consecutive months.",0.5,0.5
Final election 2016 numbers: Trump won the popular vote. Says Donald Trumps presidential victory was an electoral landslide.,0.0,1.0
"""Today, we (in Pennsylvania) have higher unemployment and lower job growth than most."". ""[The] unemployment rate in the Philadelphia metro area is now at its lowest level ever recorded."".",1.0,0.0
Brewpubs cant sell growlers of their beer to customers. Beer drinking is not allowed in any Illinois state parks.,0.5,0.5
A congressional laundry closed due to the partial government shutdown. The Obama administration shut down the Amber Alert program because of the government shutdown.,0.5,0.5
"Says his administration balanced two budgets with over $13 billion in deficits without raising taxes. The Trump administration has had ""zero unfulfilled equipment and supply requests from state governors."".",0.5,0.5
Says Mitt Romney said he does not line up with the NRA. Mitt Romneys platform ...wont protect the mortgage interest (tax) deduction for middle-class families.,0.5,0.5
"In some states, African-Americans are three times more likely to be sentenced to death than whites for the same crime. In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges.",1.0,0.0
There are already more American jobs in the solar industry than in coal mining. We now have more jobs in solar than we do in oil.,0.5,0.5
"Weve doubled our use of renewable energy. ""We are now, very proudly, an exporter of energy to the world."".",0.0,1.0
We have the highest corporate income tax in the world right now. We have the highest (corporate tax rates) in the world right now.,1.0,0.0
"In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.). If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done.",1.0,0.0
Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate. The substitute budget now adds in tax breaks and tax deductions for those who buy these prisons.,1.0,0.0
"""When the Senate was debating middle-class affordability for child care,"" then-Sen. Joe Biden ""voted against it, the only vote, but what he wrote (in) an op-ed was that he believed that women working outside the home would, quote, ‘create the deterioration of family.' He also said that women who were working outside the home were, quote, ‘avoiding responsibility.'"". Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits.",1.0,0.0
"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows. 40% of Americans know someone who has been killed by a gun.",0.5,0.5
"From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction. Franklin Roosevelt never allocated more than 12 percent of GDP to federal spending, while the percentage for Barack Obama is not projected to drop below 22.8 percent.",0.5,0.5
"He leant his name to a bill, did little or nothing three years ago to try to get it passed, (and) since then has done absolutely nothing other than disavow any attempt to move on the legislation. We havent passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.",0.5,0.5
Three courts have found the new health care law constitutional and two have found it unconstitutional. [N]early one in three primary care doctors are forced to limit the number of Medicare patients they see.,1.0,0.0
Says his Act 10 reforms have saved the taxpayers some $3 billion. My plan offers three times as much tax relief to the middle class as Senator McCain's.,1.0,0.0
The U.S. spends more money on its military than the 16 biggest military budgets in the world combined. Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.,1.0,0.0
"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly."". If you read the Arizona (immigration) law, what it says is if you are stopped for violating the law and they have a suspicion that you're illegal, they can ask you if you're legal.",1.0,0.0
"""The FDA knows that rushed-to-market COVID-19 vaccines may cause a wide range of life-threatening side effects, including death."". ""Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people."".",0.0,1.0
"Says Marco Rubio opposes abortioneven in the case of rape and incest. ""Donald Trump and Thom Tillis opposed legislation that would lower the price of insulin and other prescription drugs."".",1.0,0.0
Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state. Texas has a higher unemployment rate than neighboring states.,1.0,0.0
"Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history. At the same time gas prices have increased, the share of the oil market controlled by speculators has more than doubled over the past 10 years.",1.0,0.0
"""Biden admits to voter fraud."". ""Biden campaign director arrested for electoral fraud."".",0.0,1.0
"Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions. The Iran deal violates promises the president made to the American people. ...It is not an anytime, anywhere inspection process.",1.0,0.0
"Two thirds to three quarters of people without [health] insurance in Rhode Island work. In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",0.5,0.5
"Wisconsin is dead last in the Midwest for job creation. New jobs numbers are in, and Wisconsin has fallen to dead last in Midwest job growth.",0.5,0.5
Texas is growing twice as fast as the rest of the country. Texas has a higher incarceration rate than Russia or Iran.,1.0,0.0
"In Wisconsin, the stimulus paid for a bridge to a bar called Rusty's Backwater Saloon They've got great burgers, but no new jobs. McDonalds hamburgers are only 15 percent real beef. The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer.",0.0,1.0
"300,000 Floridians will lose their current health plans because of Obamacare, a plan Alex Sink supports. Because of the federal health care law, 300,000 health plans canceled in Florida.",0.5,0.5
"The average family (is) now bringing home $4,000 less than they did just five years ago. ""Right now, we are about 4% behind the (census) response rate where we were in 2010. But for Black and Latino and Native American communities, they're behind by 10%."".",1.0,0.0
"Under Governor Crist, 3,000 teachers laid off. For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.",0.0,1.0
Greg Abbott was charged with overseeing the state cancer research fund. But he let his wealthiest donors take tens of millions of taxpayer dollars without proper oversight. They showered Abbott with gifts and free vacations. Greg Abbott heads up a party whose platform calls for the repeal of the Voting Rights Act.,1.0,0.0
"Under Gov Scott Walker, unemployment is increasing in Wisconsin at twice the rate it is nationally. Says that in his first two years, Wisconsin has seen its best two-year job growth in a decade.",0.0,1.0
"Gun marketplaces on Facebook mean ANYONE can broker a deal on a gun online, meet the seller in a parking lot somewhere, and walk away with a weapon. We sell 40 percent of our guns without a background check.",1.0,0.0
"Says a picture of stacked mailboxes is proof of voter suppression in Wisconsin. Human error, such as skipping a community in the Wisconsin Supreme Court race, is common in (the vote-tabulation) process.",0.0,1.0
Says US Sen Ron Johnson voted to cut $700m from Medicare. Says Democratic Senate candidate Bruce Braley voted to cut $700 billion from Medicare to support Obamacare.,0.5,0.5
Says Alex Sink supported more taxes on water and TV. Says Alex Sink supported higher sales taxes.,0.5,0.5
"The GOPs Pledge to America includes a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget. Under the House health care bill, the government ""will have to penalize citizens if we choose not to buy a plan that will cost a minimum of about $15,000 per family per year"".",0.5,0.5
"In the past four years, (the U.S. Senate) has only passed nine out of 48 appropriation bills. Says the U.S. Senate has passed a budget over the last three years called the Budget Control Act.",0.5,0.5
"Says $500 billion in Medicare cuts are coming. Ganley said that if elected, he wants to cut the dickens out of Social Security, Medicare and Veterans benefits.",0.0,1.0
Says Republican US Rep Sean Duffy voted against paying our soldiers and against increasing combat pay while voting to protect his own pay. Congresswoman Ros-Lehtinen has long record of voting against VA backlog fixes.,0.0,1.0
This (Independent Payment Advisory Board) board can ration care and deny certain Medicare treatments so Washington can fund more wasteful spending. An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs.,0.0,1.0
Clinton aides admit it (a gas tax holiday) won't do much for you but would help her politically. Says that President Obama said that Small Businesses Succeed Because of Government.,0.0,1.0
"For thousands of public employees, Wisconsin Gov Scott Walkers budget-repair bill would take away any say they have in the workplace, and eliminate their union. Says Gov. Scott Walkers proposed budget would sell off Wisconsins state parks.",0.5,0.5
Says Gov. Scott Walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at Marquette University. Scott Walker had a 2.3 GPA when he was asked to leave Marquette University for cheating.,0.0,1.0
"Says in Chicago, we take more guns off the streets than New York or L.A. Even though Chicago has the most stringent gun laws on the books, it still has the highest murder rate in the country.",1.0,0.0
The Bush tax cuts helped to create a substantial part of the deficit. One-third of the economic stimulus package was tax cuts.,1.0,0.0
"As Jim Doyles Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin and had laid off 800 workers. As state Commerce secretary, Mary Burke drafted, sponsored and promoted budgets that raised taxes by billions, created high structural deficits and raided funds to finance huge spending hikes.",0.5,0.5
"Al Sharpton went to Ferguson, Mo., and is declaring as a matter of fact that ...Michael Brown didnt use any deadly force or posed no deadly threat to the officer. Says no elections protest was filed, McCready conceded and ""every"" county board certified its results from the Mark Harris, Dan McCready race.",1.0,0.0
Says that U.S. Rep. Allen West is a constituent of mine. U.S. Rep. Allen West wants to bring back earmarks.,0.5,0.5
Thom Tillis cut almost $500 million from education. Says Thom Tillis has cut $500 million from public education.,1.0,0.0
"You cant give a child an aspirin in school without permission. You cant do any kind of medication, but we can secretly take the child off and have an abortion. A minor cannot get a tattoo without parental consent but can get an abortion without parental consent.",1.0,0.0
Attorney General Roy Cooper refuses to do his job by not defending House Bill 2 in a lawsuit. Roy Coopers refusal to do his job is costing taxpayers money.,0.5,0.5
Says Ted Cruz wanted to let in more Syrian refugees and give amnesty to illegal immigrants. Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits.,0.5,0.5
"Rick Perry has advocated abandoning Social Security, scuttling Medicaid and ending the federal income tax. Says Scott Bruun supports cutting the Department of Commerce and eliminating NOAA.",1.0,0.0
Gingrich supported individual health insurance mandates. Speaker Gingrich for 20 years supported a federal individual mandate for health insurance.,1.0,0.0
"As Jim Doyles Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin and had laid off 800 workers. When Jim Doyle was governor and Mary Burke was commerce secretary, Wisconsin saw billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.",0.5,0.5
"""666,000 teachers have been laid off already since March."". Says 600,000 to 700,000 government workers have been laid off in the last year and a half.",0.5,0.5
"On foreign policy, Joe Biden was against aid for Vietnam, said the fall of the Shah was a step forward for human rights in Iran, opposed Reagans defense build-up and voted against the first Gulf War. ""Senator Cryin' Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, & then Voted AGAINST it! Now he says I should not have terminated the deal"".",1.0,0.0
"New Hampshire has lost more jobs to China than any other state. ""We have a higher deficit with China now than we did before."".",0.5,0.5
Texas leads the nation in the percentage of residents without health insurance. Texas has more full-time state employees per capita than California and Illinois.,1.0,0.0
"The Koch brothers are the richest people in the world. Individually, theyre only fifth. Put them together theyre the richest in the world. The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett.",0.5,0.5
I saw my father march with Martin Luther King. Martin Luther King was a Republican.,0.0,1.0
"Says Julie Parrish wants to add a sales tax to everything we need to buy including food, clothing, medicine and school supplies. Says Jeff Reardon cut elementary school music classes, art instruction, teaching positions, basketball and volleyball programs, and he voted to raise school lunch prices.",0.0,1.0
"Under Scott Walker, Wisconsin moved from 16th to third in percentage of people with student loan debt. Says Scott Walker cut funding to local governments in Wisconsin, contributing to the second-largest increase in violent crime in the Midwest.",0.5,0.5
"Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP say that health reform makes sense to do. AARP is endorsing the health care reform bill.",0.5,0.5
"Says Kobe Bryant's wife ""recorded her suicide after depression attack this morning."". Says Kobe Bryant's eldest daughter, Natalia, left a suicide video after being bullied.",0.0,1.0
"More whites than blacks are victims of deadly police shootings. In contrast to how a Black man who was shot by police was treated, Kenosha police officers ""let an armed white supremacist walk right past them after shooting people."".",1.0,0.0
Says Bill Young voted twice for the Ryan budget that ends the current Medicare system. Says Marco Rubio wanted to cut Social Security and Medicare because he said theyre bankrupting our country.,1.0,0.0
